UniProt,Gene Name,Confidence,Expected Sensitivity,Expected Specificity
Q8IZD9,DOCK3,0.643920328,0.205854638,0.303287633
Q8IZL8,PELP1,0.50201483,0.119733017,0.690783626
Q8IZT6,ASPM,0.875676748,0.236029712,0.246658688
Q8N271,PROM2,0.221800708,0.940359932,0.04728515
Q8N287,,0.203953825,0.017676277,0.718797887
Q8N2A0,LINC00269,0.075555527,0.464038557,0.198747935
Q8N2W9,PIAS4,0.974658664,0.309473842,0.674153154
Q8N2X6,EXOC3-AS1,0.298015938,0.735298814,0.894702521
Q8N335,GPD1L,0.712517109,0.268335721,0.275608104
Q8N357,SLC35F6,0.050600229,0.099868217,0.554491064
Q8N3J9,ZNF664,0.40039763,0.232116931,0.937182992
Q8N3X1,FNBP4,0.167592706,0.7558798,0.940856659
Q8N3Y7,SDR16C5,0.928041933,0.840513686,0.576109568
Q8N3Z0,PRSS35,0.077524801,0.630477859,0.79117339
Q8N474,SFRP1,0.580798298,0.387305837,0.55486127
Q8N488,RYBP,0.12698831,0.974387401,0.52526599
Q8N4C6,NIN,0.512813251,0.751695902,0.553180303
Q8N4L2,TMEM55A,0.153373032,0.564983111,0.702868638
Q8N4L4,SPEM1,0.698858204,0.132913428,0.110433105
Q8N4Y2,CRACR2B,0.17034007,0.067753725,0.075315647
Q8N543,OGFOD1,0.896536519,0.409188437,0.629935075
Q8N567,ZCCHC9,0.365672026,0.728688129,0.953374663
Q8N5P1,ZC3H8,0.45139601,0.237840687,0.721428536
Q8N5Q1,FAM71E2,0.829806881,0.100949773,0.974301627
Q8N5T2,TBC1D19,0.502928766,0.604973057,0.783107541
Q8N5Z5,KCTD17,0.864851237,0.20785722,0.173596628
Q8N668,COMMD1,0.88950043,0.081535684,0.817174523
Q8N697,SLC15A4,0.775792627,0.917271539,0.277223433
Q8N6L0,CCDC155,0.400743532,0.472698516,0.744608466
Q8N6M3,FITM2,0.279661773,0.100464256,0.735515708
Q8N6N3,C1orf52,0.208970413,0.572111342,0.78432922
Q8N6N6,NATD1,0.811316348,0.621210115,0.060780438
Q8N6R0,METTL13,0.170323496,0.954147663,0.070046955
Q8N6T3,ARFGAP1,0.360090072,0.481146319,0.951140005
Q8N878,FRMD1,0.864612641,0.33034233,0.928363692
Q8N8A2,ANKRD44,0.821597131,0.78553334,0.309397381
Q8N8J7,C4orf32,0.213642183,0.880396989,0.792290821
Q8N8S7,ENAH,0.7841567,0.504589658,0.504735304
Q8N983,MRPL43,0.195742037,0.063436558,0.720391178
Q8N9I9,DTX3,0.499529603,0.035770885,0.46071127
Q8N9R8,SCAI,0.545553597,0.644654911,0.052060499
Q8NA29,MFSD2A,0.066058646,0.429642122,0.208678919
Q8NA61,SPERT,0.765447319,0.782950839,0.193175811
Q8NAK8,,0.788071669,0.139773739,0.959477777
Q8NB46,ANKRD52,0.375285394,0.095261932,0.577939969
Q8NB49,ATP11C,0.41562025,0.443784181,0.264349205
Q8NBJ9,SIDT2,0.298845032,0.237327067,0.991828971
Q8NBM4,UBAC2,0.86252872,0.240067154,0.170441891
Q8NBN3,TMEM87A,0.27039558,0.066675573,0.505662766
Q8NBP0,TTC13,0.304934571,0.930039988,0.142081499
Q8NBP7,PCSK9,0.775978446,0.90053682,0.807191293
Q8NBQ5,HSD17B11,0.388414119,0.708940832,0.830376652
Q8NBS3,SLC4A11,0.313829237,0.130375362,0.963749901
Q8NBU5,ATAD1,0.56403355,0.787290012,0.306524848
Q8NBW4,SLC38A9,0.590641706,0.06378937,0.948832425
Q8NBZ7,UXS1,0.556973868,0.789702352,0.466522565
Q8NC42,RNF149,0.982650476,0.13525854,0.463462471
Q8NC44,FAM134A,0.374344606,0.523238895,0.034045823
Q8NC54,KCT2,0.493124239,0.530034268,0.707035021
Q8NC60,NOA1,0.385876597,0.801846341,0.890094258
Q8NC69,KCTD6,0.629068386,0.613083405,0.003733687
Q8NCJ5,SPRYD3,0.539400159,0.929161042,0.872366209
Q8NCL4,GALNT6,0.594543538,0.67537262,0.340338758
Q8NCP5,ZBTB44,0.495585572,0.75883491,0.777062352
Q8ND23,CARMIL3,0.155546341,0.69431722,0.46345157
Q8ND76,CCNY,0.179137878,0.393700087,0.2674454
Q8NDA8,MROH1,0.688780515,0.88322557,0.980867078
Q8NDB6,FAM156A,0.003229048,0.994073367,0.125453266
Q8NDF8,PAPD5,0.26885011,0.080507245,0.853061283
Q8NDH2,CCDC168,0.376824435,0.767708821,0.624532393
Q8NDL9,AGBL5,0.482527754,0.910976273,0.077872507
Q8NDN9,RCBTB1,0.60448432,0.651665968,0.297306598
Q8NDX5,PHC3,0.421042906,0.322345077,0.602402771
Q8NEC5,CATSPER1,0.133690196,0.037425284,0.310239874
Q8NEE8,TTC16,0.952359617,0.157417182,0.74400657
Q8NEJ0,DUSP18,0.303348854,0.888526466,0.400141685
Q8NEM0,MCPH1,0.243332068,0.88963088,0.039596126
Q8NEM2,SHCBP1,0.852414287,0.500848975,0.721259404
Q8NEV8,EXPH5,0.872235911,0.535866672,0.955143809
Q8NEY1,NAV1,0.449975153,0.300241553,0.252157606
Q8NEZ5,FBXO22,0.658476116,0.022168651,0.561785427
Q8NF05,FLJ00399,0.379375601,0.356464043,0.376199856
Q8NF17,FLJ00385,0.311617078,0.213503665,0.863996594
Q8NFJ5,GPRC5A,0.844064936,0.591467673,0.337037723
Q8NFZ5,TNIP2,0.625072403,0.406270089,0.109369985
Q8NG31,CASC5,0.780662549,0.015378377,0.14807575
Q8NGL6,OR4A15,0.355912394,0.852811619,0.621136944
Q8NHG7,SVIP,0.582869025,0.455558258,0.101375184
Q8NHY2,RFWD2,0.018495816,0.918117235,0.816099985
Q8NI08,NCOA7,0.081210699,0.113627068,0.783940374
Q8NI22,MCFD2,0.4592688,0.481402582,0.28889641
Q8NI38,NFKBID,0.338545791,0.76152699,0.577759185
Q8TAA9,VANGL1,0.922971239,0.572497233,0.060463317
Q8TAK5,GABPB2,0.800352112,0.68040345,0.318757088
Q8TAP4,LMO3,0.809674417,0.769730544,0.358547257
Q8TAP6,CEP76,0.055142459,0.493323068,0.611346965
Q8TAS2,LOC645212,0.847458292,0.643165038,0.537470357
Q8TAT6,NPLOC4,0.666569623,0.731319931,0.391462361
Q8TAU3,ZNF417,0.828706629,0.907613713,0.33114592
Q8TB36,GDAP1,0.025182554,0.247510958,0.188472085
Q8TB61,SLC35B2,0.795504438,0.616336353,0.760657454
Q8TB96,ITFG1,0.991228391,0.12656137,0.327895593
Q8TBB1,LNX1,0.982264583,0.830147303,0.787975922
Q8TBK6,ZCCHC10,0.936673846,0.629701657,0.061879376
Q8TBM8,DNAJB14,0.311471045,0.732285473,0.036028833
Q8TBR4,STAG3L4,0.852194349,0.800039706,0.167031028
Q8TBX8,PIP4K2C,0.066089969,0.129229706,0.999906393
Q8TBZ0,CCDC110,0.427542644,0.672941646,0.554900613
Q8TCE9,LGALS14,0.438251585,0.69150786,0.131629986
Q8TCP9,FAM200A,0.828017336,0.57030471,0.227104565
Q8TD20,SLC2A12,0.744475638,0.576423408,0.040364557
Q8TD26,CHD6,0.099093891,0.029235426,0.864793395
Q8TD43,TRPM4,0.742214295,0.023917007,0.115429657
Q8TD57,DNAH3,0.400829015,0.936805241,0.449848921
Q8TD84,DSCAML1,0.392796123,0.674689475,0.707311913
Q8TDB4,MGARP,0.357291644,0.077589624,0.845028173
Q8TDB6,DTX3L,0.647379888,0.690518954,0.385363387
Q8TDD1,DDX54,0.29010749,0.365338417,0.925839658
Q8TDF6,RASGRP4,0.412772218,0.665224502,0.828420811
Q8TDG4,HELQ,0.101893345,0.734543771,0.387654104
Q8TDI0,CHD5,0.165564862,0.057578376,0.791589172
Q8TDL5,BPIFB1,0.47077251,0.781233617,0.260870142
Q8TDY2,RB1CC1,0.822964003,0.455681958,0.086420768
Q8TEA8,DTD1,0.546159146,0.831253712,0.868794805
Q8TEB7,RNF128,0.930584866,0.096246584,0.435440614
Q8TED0,UTP15,0.755538211,0.512356614,0.813089368
Q8TEQ6,GEMIN5,0.404769021,0.777925841,0.91417569
Q8TEQ8,PIGO,0.665322787,0.382802413,0.921085274
Q8TF09,DYNLRB2,0.628618134,0.538190329,0.839174751
Q8TF32,ZNF431,0.961205362,0.207936001,0.480347892
Q8TF42,UBASH3B,0.935896078,0.601820913,0.402917027
Q8TF74,WIPF2,0.384445622,0.491362572,0.132414867
Q8WTS1,ABHD5,0.133103859,0.10641736,0.935621772
Q8WTW3,COG1,0.752279152,0.528419786,0.192224572
Q8WU90,ZC3H15,0.009842451,0.285005719,0.050472266
Q8WUA2,PPIL4,0.943863507,0.27139702,0.90297695
Q8WUB2,FAM216A,0.380130559,0.744877494,0.992379628
Q8WUD4,CCDC12,0.312314786,0.314742246,0.818323481
Q8WUD6,CHPT1,0.7627179,0.291875943,0.115140379
Q8WUG5,SLC22A17,0.323010902,0.891621601,0.125860858
Q8WUJ0,STYX,0.437547347,0.010625442,0.339407686
Q8WUK0,PTPMT1,0.83204592,0.83687642,0.033494508
Q8WUM9,SLC20A1,0.354217813,0.466923565,0.171980703
Q8WUY1,THEM6,0.819575882,0.306419109,0.445609543
Q8WUY8,NAT14,0.468501624,0.704931167,0.54219868
Q8WV24,PHLDA1,0.837445565,0.936660669,0.199650129
Q8WV44,TRIM41,0.084291877,0.801672927,0.973326507
Q8WV83,SLC35F5,0.963826744,0.684343405,0.846141657
Q8WVD3,RNF138,0.913740559,0.009393998,0.086153964
Q8WVL7,ANKRD49,0.180823792,0.245495751,0.866389153
Q8WVM0,TFB1M,0.433568341,0.918278938,0.805032597
Q8WVN8,UBE2Q2,0.590526687,0.735497165,0.16394823
Q8WVP5,TNFAIP8L1,0.929319498,0.297590304,0.065502758
Q8WVQ1,CANT1,0.264717125,0.177088308,0.597236157
Q8WVR3,C7orf43,0.529178278,0.766461589,0.286347451
Q8WVS4,WDR60,0.338002927,0.208753956,0.34525838
Q8WW38,ZFPM2,0.962895958,0.078715001,0.222182666
Q8WWH5,TRUB1,0.806525191,0.298056653,0.190512674
Q8WWI1,LMO7,0.708933179,0.402695847,0.969530236
Q8WWI5,SLC44A1,0.2523709,0.285435953,0.399177303
Q8WX93,PALLD,0.262662397,0.798897629,0.288875932
Q8WXA9,SREK1,0.753631752,0.97669907,0.062986573
Q8WXF8,DEDD2,0.557006194,0.027437225,0.335151251
Q8WXX5,DNAJC9,0.341053258,0.33263736,0.209138108
Q8WY36,BBX,0.374006725,0.413162018,0.300675172
Q8WYA0,IFT81,0.649055464,0.051530309,0.97130528
Q8WYN0,ATG4A,0.523733838,0.279238123,0.133838135
Q8WZ42,TTN,0.165501008,0.156319362,0.867373272
Q8WZ71,TMEM158,0.235951063,0.99549844,0.813805065
Q92187,ST8SIA4,0.582812851,0.951014679,0.22664588
Q92508,PIEZO1,0.876157442,0.324837136,0.276075688
Q92520,FAM3C,0.315182059,0.197472051,0.584346514
Q92526,CCT6B,0.363840706,0.135515994,0.896226628
Q92537,SUSD6,0.991676264,0.242766149,0.243359301
Q92538,GBF1,0.305737447,0.067164053,0.122074617
Q92540,SMG7,0.136051996,0.575309011,0.243962218
Q92542,NCSTN,0.005203531,0.523897157,0.195036689
Q92543,SNX19,0.962381529,0.344508876,0.842800438
Q92560,BAP1,0.419660126,0.164744442,0.510098918
Q92574,TSC1,0.553145824,0.608540574,0.461205689
Q92583,CCL17,0.297894384,0.419117706,0.398697029
Q92585,MAML1,0.238613515,0.780578817,0.687615994
Q92599,8-Sep,0.665015971,0.243371334,0.977093389
Q92604,LPGAT1,0.401407114,0.372613282,0.088827363
Q92620,DHX38,0.151973549,0.888519229,0.071284354
Q92629,SGCD,0.444573229,0.576112633,0.250660435
Q92633,LPAR1,0.58498415,0.152824289,0.558310606
Q92643,PIGK,0.430273042,0.894055348,0.270150571
Q92665,MRPS31,0.175388851,0.598682069,0.97940792
Q92692,NECTIN2,0.346401711,0.472888826,0.674875561
Q92764,KRT35,0.153311879,0.294609311,0.387643846
Q92791,P3H4,0.878500366,0.612544167,0.850075829
Q92843,BCL2L2,0.477699567,0.965183812,0.859821627
Q92876,KLK6,0.724816631,0.608555037,0.314156545
Q92890,UFD1L,0.544613495,0.206299586,0.255822735
Q92901,RPL3L,0.776494202,0.36681147,0.305926527
Q92974,ARHGEF2,0.584815398,0.737296922,0.347350485
Q92982,NINJ1,0.638360143,0.039498941,0.155503074
Q92990,GLMN,0.622874685,0.061323437,0.065388154
Q92994,BRF1,0.670383285,0.779569391,0.945217562
Q93050,ATP6V0A1,0.268200223,0.457773661,0.495215266
Q93052,LPP,0.323137341,0.549762006,0.54265285
Q93086,P2RX5,0.915044617,0.428135305,0.87925289
Q93088,BHMT,0.996281113,0.206284184,0.499708131
Q93100,PHKB,0.75608607,0.472790098,0.720201323
Q969E2,SCAMP4,0.904407096,0.353760157,0.529984853
Q969E8,TSR2,0.354601234,0.236479283,0.622241199
Q969G5,PRKCDBP,0.348557247,0.688383071,0.691483674
Q969N2,PIGT,0.475659074,0.1545997,0.629303709
Q969Q5,RAB24,0.186001645,0.614183064,0.889498412
Q969R5,L3MBTL2,0.931683498,0.395039336,0.824545011
Q969R8,ITFG2,0.842036695,0.58844535,0.680093324
Q969S3,ZNF622,0.663002069,0.141174035,0.949909224
Q969W3,FAM104A,0.154319022,0.261448197,0.770342092
Q969X1,TMBIM1,0.383018864,0.872229673,0.044185215
Q969X2,ST6GALNAC6,0.099153497,0.135768721,0.698991219
Q96A35,MRPL24,0.874726192,0.78038435,0.084512028
Q96AA8,JAKMIP2,0.733469726,0.630500019,0.422632088
Q96AB3,ISOC2,0.871187781,0.400550693,0.631738945
Q96AH0,NABP1,0.220633258,0.687704991,0.450960411
Q96AM1,MRGPRF,0.686740418,0.564334709,0.690185474
Q96AQ6,PBXIP1,0.3160087,0.582419218,0.539166077
Q96B02,UBE2W,0.129223676,0.088678312,0.187467898
Q96B36,AKT1S1,0.028176804,0.926259582,0.45828861
Q96B96,TMEM159,0.536473547,0.65156592,0.823449474
Q96BA8,CREB3L1,0.473067188,0.324418879,0.471238704
Q96BI1,SLC22A18,0.064424084,0.435347543,0.638604478
Q96BI3,APH1A,0.482062476,0.915372716,0.610632437
Q96BJ3,AIDA,0.782653305,0.472229169,0.184477801
Q96BJ8,ELMO3,0.608139318,0.51816039,0.077650882
Q96BQ5,CCDC127,0.692123928,0.725559752,0.188969144
Q96BR6,ZNF669,0.635242153,0.841355858,0.765368439
Q96BS2,TESC,0.927523102,0.681791592,0.580750933
Q96BW1,UPRT,0.260879236,0.560705535,0.498986448
Q96C01,FAM136A,0.130626281,0.644224342,0.146338436
Q96C12,ARMC5,0.701518695,0.268450478,0.740150272
Q96C19,EFHD2,0.716440499,0.803738021,0.803096016
Q96C34,RUNDC1,0.652687064,0.306973243,0.744871699
Q96C92,SDCCAG3,0.823843672,0.117185174,0.799209171
Q96CA5,BIRC7,0.392648279,0.909633368,0.080885766
Q96CP6,GRAMD1A,0.651478538,0.822933275,0.275476586
Q96CX2,KCTD12,0.61433363,0.361160183,0.141976423
Q96D53,ADCK4,0.986383018,0.616283489,0.191475086
Q96DA0,ZG16B,0.147357173,0.683259783,0.439518358
Q96DB9,FXYD5,0.107570431,0.642844336,0.705997027
Q96DE5,ANAPC16,0.869794451,0.587197135,0.888622881
Q96DF8,DGCR14,0.88935086,0.560267548,0.560236437
Q96DP5,MTFMT,0.712920822,0.360150396,0.669031039
Q96DT0,LGALS12,0.037437397,0.05264037,0.858237623
Q96DT6,ATG4C,0.345599969,0.433401174,0.115242186
Q96DU7,ITPKC,0.994712848,0.714917335,0.956407842
Q96DU9,PABPC5,0.561130237,0.495771291,0.066444377
Q96E22,NUS1,0.031741642,0.556581877,0.632548327
Q96EB1,ELP4,0.036626039,0.49021906,0.378398931
Q96EE4,CCDC126,0.655403191,0.57179563,0.810798778
Q96EK4,THAP11,0.914967858,0.372913944,0.29171324
Q96EL2,MRPS24,0.151254713,0.741750794,0.641760452
Q96EL3,MRPL53,0.267672045,0.604649838,0.006945565
Q96EQ0,SGTB,0.326814978,0.035257788,0.741226
Q96ER3,SAAL1,0.726508438,0.812121471,0.833229124
Q96ES6,MFSD3,0.370471992,0.631386191,0.147593569
Q96EY7,PTCD3,0.798014346,0.489121945,0.647008676
Q96EY8,MMAB,0.72281603,0.379096548,0.503373115
Q96F44,TRIM11,0.012779437,0.459446407,0.334024977
Q96F45,ZNF503,0.691123639,0.661821574,0.803847002
Q96FE7,PIK3IP1,0.37125547,0.151348364,0.515759477
Q96FJ0,STAMBPL1,0.828384301,0.815091949,0.927864673
Q96FQ6,S100A16,0.073176375,0.440753391,0.138327328
Q96FX7,TRMT61A,0.593640903,0.497541077,0.400870631
Q96G97,BSCL2,0.196020174,0.539542963,0.522305297
Q96GA3,LTV1,0.452167527,0.130645921,0.556852855
Q96GC5,MRPL48,0.7796057,0.89853933,0.240485302
Q96GC9,VMP1,0.056215909,0.947798118,0.9991528
Q96GS6,ABHD17A,0.895432205,0.347641252,0.971208344
Q96GY0,ZC2HC1A,0.259272282,0.71556387,0.354758302
Q96HB5,CCDC120,0.849531644,0.241025359,0.982214063
Q96HD9,ACY3,0.6012204,0.984887008,0.474869379
Q96HH9,GRAMD3,0.87011489,0.270423497,0.469041515
Q96HT8,MRFAP1L1,0.73490578,0.286263978,0.262503031
Q96HV5,TMEM41A,0.654626433,0.318798873,0.198561078
Q96I24,FUBP3,0.485932713,0.872430705,0.631608193
Q96IG2,FBXL20,0.001021454,0.732359544,0.949725616
Q96J01,THOC3,0.729439584,0.309936742,0.86951788
Q96J84,KIRREL,0.818524881,0.475102389,0.060822894
Q96JA1,LRIG1,0.352309239,0.697184383,0.335632265
Q96JB2,COG3,0.731886471,0.562521197,0.59932959
Q96JB5,CDK5RAP3,0.494978105,0.588122608,0.8182157
Q96JC1,VPS39,0.666309061,0.117140256,0.602057037
Q96JC9,EAF1,0.6708524,0.845085408,0.162285248
Q96JH7,VCPIP1,0.41684779,0.856351786,0.892332584
Q96JJ7,TMX3,0.810325539,0.821139732,0.393321951
Q96JN8,NEURL4,0.003138148,0.49278245,0.433491088
Q96JT2,SLC45A3,0.592713337,0.428638041,0.279188695
Q96K19,RNF170,0.630971867,0.742705342,0.952899584
Q96K37,SLC35E1,0.296246915,0.651184166,0.472912224
Q96K49,TMEM87B,0.498601836,0.791143811,0.800036064
Q96K76,USP47,0.240133352,0.682560118,0.301231101
Q96KB5,PBK,0.695790954,0.84830211,0.447272189
Q96KC8,DNAJC1,0.572333191,0.826322182,0.546910372
Q96KG9,SCYL1,0.149505573,0.407343998,0.736033831
Q96KP1,EXOC2,0.969559174,0.172138506,0.923171182
Q96KQ4,PPP1R13B,0.428934112,0.820780942,0.540108034
Q96L21,RPL10L,0.047614406,0.150650866,0.603758289
Q96L73,NSD1,0.725144259,0.609167949,0.175213072
Q96LI6,HSFY1,0.758876145,0.328183897,0.370502215
Q96LL9,DNAJC30,0.306739245,0.745608635,0.210096386
Q96LP2,FAM81B,0.887139075,0.83510277,0.38016684
Q96LT9,RNPC3,0.158257044,0.830562967,0.392617072
Q96M63,CCDC114,0.619304255,0.748368175,0.510698066
Q96M95,CCDC42,0.272583729,0.654949714,0.596957158
Q96ME1,FBXL18,0.803636065,0.208859229,0.428027516
Q96MF7,NSMCE2,0.778325301,0.617476259,0.841371464
Q96MM3,ZFP42,0.61326984,0.041273097,0.18992748
Q96MW5,COG8,0.351503185,0.326879803,0.672217467
Q96N11,C7orf26,0.873167442,0.40421147,0.310680542
Q96N66,MBOAT7,0.604234101,0.042180801,0.606533254
Q96NL1,TMEM74,0.347805753,0.374027839,0.677452679
Q96P47,AGAP3,0.298232582,0.451282326,0.732386331
Q96PD5,PGLYRP2,0.472304886,0.886439668,0.666142161
Q96PE1,ADGRA2,0.110562107,0.263305664,0.103806211
Q96PG8,BBC3,0.426358629,0.239005879,0.312679874
Q96PM5,RCHY1,0.575838,0.745396345,0.305736603
Q96PU8,QKI,0.83985064,0.117054681,0.048679459
Q96PY6,NEK1,0.405806022,0.609460869,0.426907977
Q96PZ0,PUS7,0.180762603,0.92440238,0.306094859
Q96Q05,TRAPPC9,0.078297447,0.997932584,0.508389506
Q96Q89,KIF20B,0.428779526,0.257225526,0.505647612
Q96QC0,PPP1R10,0.598906454,0.056758321,0.537052714
Q96QD8,SLC38A2,0.4401748,0.797817931,0.801255419
Q96QE5,TEFM,0.556444889,0.196655572,0.428657709
Q96QF0,RAB3IP,0.911800531,0.883891074,0.401511889
Q96QT4,TRPM7,0.676718508,0.172021988,0.096634221
Q96QU8,XPO6,0.362440684,0.094907331,0.556921502
Q96RF0,SNX18,0.145409583,0.115564053,0.39636285
Q96RI1,NR1H4,0.261976681,0.38232919,0.882679901
Q96RQ9,IL4I1,0.618503103,0.284361433,0.581492176
Q96RR1,PEO1,0.395185447,0.032992395,0.528001115
Q96RT1,ERBIN,0.571226779,0.033389483,0.190554422
Q96RT7,TUBGCP6,0.948905498,0.160448014,0.79120188
Q96RY5,CRAMP1,0.324294045,0.153703622,0.824701575
Q96S52,PIGS,0.164776248,0.260810658,0.368787072
Q96SB3,PPP1R9B,0.308211182,0.18710014,0.747279284
Q96SL1,DIRC2,0.579120738,0.587724987,0.97161231
Q96ST2,IWS1,0.501256081,0.55233955,0.018561337
Q96SW2,CRBN,0.837672339,0.869979832,0.626658978
Q96SY0,VWA9,0.206644767,0.532737526,0.83350272
Q96T49,PPP1R16B,0.206420941,0.575998003,0.997289156
Q96TC7,RMDN3,0.724299215,0.893471753,0.55299928
Q99426,TBCB,0.344693747,0.960402014,0.807315657
Q99439,CNN2,0.400558368,0.870640233,0.482436089
Q99466,NOTCH4,0.429376404,0.632723701,0.721036898
Q99496,RNF2,0.354820254,0.666250253,0.02891289
Q99500,S1PR3,0.166869971,0.522644696,0.622393187
Q99523,SORT1,0.454613752,0.81720291,0.693643073
Q99538,LGMN,0.789233871,0.741133476,0.232340374
Q99549,MPHOSPH8,0.315930277,0.924484189,0.612614419
Q99569,PKP4,0.772140278,0.494241889,0.473699875
Q99575,POP1,0.948574548,0.117586583,0.99483998
Q99576,TSC22D3,0.266987656,0.248870039,0.855444904
Q99584,S100A13,0.547204488,0.888459145,0.992839449
Q99595,TIMM17A,0.033393713,0.357179322,0.807461866
Q99640,PKMYT1,0.027311352,0.012162742,0.283999626
Q99650,OSMR,0.777886658,0.731465333,0.71728797
Q99661,KIF2C,0.879187931,0.068145462,0.5819646
Q99675,CGRRF1,0.953144034,0.863602223,0.381413097
Q99689,FEZ1,0.111300937,0.561076772,0.850286138
Q99698,LYST,0.856928054,0.609688243,0.074282351
Q99700,ATXN2,0.115382817,0.9151871,0.76644758
Q99708,RBBP8,0.056935755,0.719271462,0.641255469
Q99735,MGST2,0.964952086,0.433672446,0.774064618
Q99747,NAPG,0.106497188,0.656527137,0.257790686
Q99759,MAP3K3,0.537327374,0.68011047,0.839483883
Q99828,CIB1,0.101246669,0.067083932,0.380591805
Q99871,HAUS7,0.886620805,0.488939589,0.828330353
Q99961,SH3GL1,0.914833926,0.832184547,0.682640939
Q9BPZ3,PAIP2,0.792326093,0.976762948,0.576466438
Q9BPZ7,MAPKAP1,0.380201713,0.091860013,0.456419753
Q9BQ04,RBM4B,0.835549553,0.499273892,0.75320433
Q9BQ15,NABP2,0.740905928,0.735077251,0.097176196
Q9BQ48,MRPL34,0.565292415,0.866181724,0.81196341
Q9BQ61,C19orf43,0.410157477,0.140391128,0.589097195
Q9BQ67,GRWD1,0.864163698,0.221680126,0.106976297
Q9BQ70,TCF25,0.768259712,0.673506312,0.315575759
Q9BQ87,TBL1Y,0.284327849,0.458358808,0.633741498
Q9BQB6,VKORC1,0.508476484,0.306137567,0.195689197
Q9BQS8,FYCO1,0.877002591,0.315551495,0.938297169
Q9BR77,CCDC77,0.94789175,0.126648838,0.733389083
Q9BRB3,PIGQ,0.017205204,0.690242606,0.134778637
Q9BRD0,BUD13,0.566187713,0.911932668,0.060110825
Q9BRH9,ZNF251,0.578819368,0.056865218,0.675653523
Q9BRK3,MXRA8,0.885844504,0.023059238,0.805044179
Q9BRL6,SRSF8,0.895761423,0.92881425,0.930591599
Q9BRS2,RIOK1,0.002051169,0.139039925,0.072111116
Q9BRV3,SLC50A1,0.953701594,0.540876988,0.561194936
Q9BRV8,SIKE1,0.933691436,0.929772923,0.275910385
Q9BRX8,FAM213A,0.019935278,0.569362983,0.986624647
Q9BSA9,TMEM175,0.036636045,0.557859595,0.857283565
Q9BSB4,ATG101,0.524360719,0.035120974,0.658884719
Q9BSE2,TMEM79,0.752664081,0.861947036,0.613334829
Q9BSR8,YIPF4,0.247286665,0.76609557,0.429582154
Q9BSV6,TSEN34,0.881376832,0.146491135,0.194251894
Q9BSY4,CHCHD5,0.348898574,0.667318545,0.877211183
Q9BT40,INPP5K,0.54232374,0.120174423,0.873469469
Q9BT43,POLR3GL,0.744348512,0.13350529,0.798822827
Q9BT67,NDFIP1,0.140135298,0.327313283,0.426513006
Q9BT88,SYT11,0.430743524,0.343053481,0.510561522
Q9BT92,TCHP,0.788551808,0.747917792,0.797056905
Q9BTE7,DCUN1D5,0.610044608,0.377844363,0.962333237
Q9BTU6,PI4K2A,0.255598882,0.130337165,0.236954854
Q9BU23,LMF2,0.505483803,0.452408719,0.156646652
Q9BU62,BAT2L,0.094734349,0.427037887,0.464726665
Q9BUA3,C11orf84,0.551193324,0.568974494,0.12053615
Q9BUB5,MKNK1,0.979158524,0.46429435,0.65994572
Q9BUB7,TMEM70,0.578079407,0.280947323,0.378068036
Q9BUK6,MSTO1,0.947079772,0.703990332,0.366518423
Q9BUL8,PDCD10,0.695850901,0.697390166,0.299715722
Q9BV19,C1orf50,0.136616221,0.669719121,0.861731889
Q9BV20,MRI1,0.260049791,0.289352817,0.76197348
Q9BV79,MECR,0.977377491,0.103377844,0.316803237
Q9BVC4,MLST8,0.050481821,0.408807473,0.925687389
Q9BVG8,KIFC3,0.138567252,0.419671679,0.428384902
Q9BVG9,PTDSS2,0.641383793,0.543749325,0.313999067
Q9BVI4,NOC4L,0.823002782,0.877902802,0.817146165
Q9BVV6,KIAA0586,0.884874895,0.141402675,0.807517088
Q9BVW5,TIPIN,0.217167585,0.463362498,0.674880309
Q9BVX2,TMEM106C,0.294688117,0.250535268,0.143529658
Q9BW72,HIGD2A,0.856883995,0.621177078,0.975698946
Q9BW85,CCDC94,0.20221835,0.26017792,0.007105553
Q9BWF2,TRAIP,0.005106034,0.645448649,0.676732836
Q9BWG6,SCNM1,0.304364095,0.213677382,0.087046676
Q9BWJ5,SF3B5,0.179454423,0.538584343,0.875519493
Q9BWL3,C1orf43,0.334003937,0.20790029,0.356785455
Q9BWM7,SFXN3,0.053027717,0.539222664,0.109208437
Q9BWT7,CARD10,0.892270562,0.836922379,0.135083327
Q9BXD5,NPL,0.858039216,0.583279167,0.591270992
Q9BXF6,RAB11FIP5,0.159538892,0.889632558,0.403318019
Q9BXJ8,TMEM120A,0.833438765,0.322263226,0.289618462
Q9BXK5,BCL2L13,0.567320919,0.56655341,0.760091727
Q9BXN2,CLEC7A,0.814000784,0.950679298,0.730281618
Q9BXS4,TMEM59,0.026805405,0.552808956,0.646937202
Q9BXS6,NUSAP1,0.637138346,0.40347407,0.350063783
Q9BXX2,ANKRD30B,0.133618196,0.037049244,0.008566823
Q9BY07,SLC4A5,0.767051242,0.485011142,0.712969776
Q9BY21,GPR87,0.729514986,0.261265948,0.577534862
Q9BY44,EIF2A,0.947236574,0.959228349,0.860367288
Q9BYC8,MRPL32,0.219251587,0.603201423,0.182852219
Q9BYD2,MRPL9,0.653877844,0.327475306,0.952685842
Q9BYD3,MRPL4,0.596826138,0.235228553,0.932390512
